issue_name|description_issue|issue_date|artist|printer|print_type|perforation|paper_type|stamp_type|notes|total_printed_issue|market_value_mnh_issue|market_value_used_issue|edifil_code|fesofi_code|motive|face_value|description_stamp|amount_printed_stamp|color|market_value_mnh_stamp|market_value_used_stamp
Goya|La serie 'Goya' de 1958, emitida el 24 de marzo, conmemora la figura y obra del célebre pintor español Francisco de Goya y Lucientes. Compuesta por diez sellos de correo ordinario, esta emisión destaca por su temática artística, rindiendo homenaje a uno de los maestros más influyentes del arte español y su legado cultural.|1958-03-24||Fábrica Nacional de Moneda y Timbre|Huecograbado|12 3/4 x 12 1/2||Sello de correo ordinario||3000000.0|11.25|3.75|1214.0|1214.0|«Dña. Isabel Cobos» de Goya|70 cts|Este retrato de Doña Isabel Cobos de Porcel, también conocida como Doña Isabel de Porcel, fue pintado por Goya en 1806. Es un óleo sobre lienzo de 82 x 54 cm, que actualmente se encuentra en la National Gallery de Londres. La obra muestra a una hermosa mujer vestida a la moda de maja, un estilo popular femenino de la época, destacando por su elegancia y la vivacidad de la mirada. La identidad exacta de la retratada ha sido objeto de debate, pero se asocia comúnmente con Isabel Cobos de Porcel, esposa del político y escritor Antonio Porcel.|3000000.0|verde claro, marco dorado|0.75|0.3
Goya|La serie 'Goya' de 1958, emitida el 24 de marzo, conmemora la figura y obra del célebre pintor español Francisco de Goya y Lucientes. Compuesta por diez sellos de correo ordinario, esta emisión destaca por su temática artística, rindiendo homenaje a uno de los maestros más influyentes del arte español y su legado cultural.|1958-03-24||Fábrica Nacional de Moneda y Timbre|Huecograbado|12 3/4 x 12 1/2||Sello de correo ordinario||3000000.0|11.25|3.75|1215.0|1215.0|«Goya» por Vicente López|80 cts|Este icónico retrato de Francisco de Goya fue realizado por Vicente López Portaña en 1826, cuando Goya ya era un anciano sordo y exiliado en Burdeos, aunque el retrato fue pintado en Madrid. Es un óleo sobre lienzo de 93 x 77 cm y se conserva en el Museo del Prado. La obra es un prodigio de realismo y maestría técnica, capturando la personalidad y la dignidad del gran pintor aragonés en sus últimos años, mostrando su mirada penetrante y su semblante serio. Es uno de los retratos más conocidos de Goya.|3000000.0|verde negruzco, marco dorado|0.75|0.3
Goya|La serie 'Goya' de 1958, emitida el 24 de marzo, conmemora la figura y obra del célebre pintor español Francisco de Goya y Lucientes. Compuesta por diez sellos de correo ordinario, esta emisión destaca por su temática artística, rindiendo homenaje a uno de los maestros más influyentes del arte español y su legado cultural.|1958-03-24||Fábrica Nacional de Moneda y Timbre|Huecograbado|12 3/4 x 12 1/2||Sello de correo ordinario||3000000.0|11.25|3.75|1216.0|1216.0|«El Pelele rojo» de Goya|1 pta|El Pelele, también conocido como El otoño, es uno de los famosos cartones para tapices de Francisco de Goya, pintado entre 1791 y 1792. Es un óleo sobre lienzo de grandes dimensiones, 267 x 160 cm, y se conserva en el Museo del Prado. La escena representa a cuatro jóvenes mujeres, vestidas a la moda de majas, que mantean a un pelele (un muñeco de trapo) en un paisaje frondoso con un río al fondo. Esta obra, llena de gracia y movimiento, forma parte de la serie de cartones que Goya realizó para la Real Fábrica de Tapices de Santa Bárbara, destinados a decorar el Gabinete del Rey en el Palacio de El Pardo.|3000000.0|rojo, marco dorado|0.9|0.38
Goya|La serie 'Goya' de 1958, emitida el 24 de marzo, conmemora la figura y obra del célebre pintor español Francisco de Goya y Lucientes. Compuesta por diez sellos de correo ordinario, esta emisión destaca por su temática artística, rindiendo homenaje a uno de los maestros más influyentes del arte español y su legado cultural.|1958-03-24||Fábrica Nacional de Moneda y Timbre|Huecograbado|12 3/4 x 12 1/2||Sello de correo ordinario||3000000.0|11.25|3.75|1217.0|1217.0|«Marianito» de Goya|1,80 pta|Este sello reproduce el retrato de Pío Mariano de Goya y Goicoechea, conocido como 'Marianito', el único nieto del célebre pintor Francisco de Goya. Nacido en Madrid en 1806 y fallecido en La Cabrera en 1874, Marianito era hijo de Javier Goya y Gumersinda Goicoechea. Goya le dedicó varios retratos, mostrando el cariño que sentía por su nieto. El retrato más conocido, y probablemente el que inspira este sello, es un óleo sobre lienzo de 1814-1815, donde se le representa con una expresión vivaz y curiosa, reflejando la ternura del abuelo hacia su descendiente.|3000000.0|verde amarillento, marco dorado|1.13|0.45
Goya|La serie 'Goya' de 1958, emitida el 24 de marzo, conmemora la figura y obra del célebre pintor español Francisco de Goya y Lucientes. Compuesta por diez sellos de correo ordinario, esta emisión destaca por su temática artística, rindiendo homenaje a uno de los maestros más influyentes del arte español y su legado cultural.|1958-03-24||Fábrica Nacional de Moneda y Timbre|Huecograbado|12 3/4 x 12 1/2||Sello de correo ordinario||3000000.0|11.25|3.75|1218.0|1218.0|«La Vendimia» de Goya|2 pta|La Vendimia, también conocida como El Otoño, es una de las obras más célebres de Francisco de Goya, pintada entre 1786 y 1787. Este óleo sobre lienzo forma parte de la serie de cartones para tapices que Goya realizó para la Real Fábrica de Tapices de Santa Bárbara, destinados a decorar el comedor de los Príncipes de Asturias en el Palacio de El Pardo. La escena representa a un grupo de campesinos durante la recolección de la uva, con un joven ofreciendo un racimo a una dama, mientras otros personajes disfrutan del paisaje. La obra, llena de luz y color, es un ejemplo de la maestría de Goya en la representación de escenas costumbristas y se conserva en el Museo del Prado.|3000000.0|malva, marco dorado|1.35|0.53
Goya|La serie 'Goya' de 1958, emitida el 24 de marzo, conmemora la figura y obra del célebre pintor español Francisco de Goya y Lucientes. Compuesta por diez sellos de correo ordinario, esta emisión destaca por su temática artística, rindiendo homenaje a uno de los maestros más influyentes del arte español y su legado cultural.|1958-03-24||Fábrica Nacional de Moneda y Timbre|Huecograbado|12 3/4 x 12 1/2||Sello de correo ordinario||3000000.0|11.25|3.75|1219.0|1219.0|«El Bebedor» de Goya|3 pta|La estampilla reproduce la obra «El Bebedor», también conocida como «Hombre que bebe», un cartón para tapiz creado por Francisco de Goya. Esta pieza forma parte de la segunda serie de cartones que Goya realizó entre 1776 y 1777, destinados al comedor de los Príncipes de Asturias en el Palacio del Pardo. La obra original, que se conserva en el Museo del Prado, muestra una escena costumbrista con un hombre bebiendo de una jarra, reflejando la vida cotidiana de la época. La emisión de 1958 conmemora la riqueza artística de Goya, siendo esta una de las diez estampillas de la serie dedicada al pintor aragonés.|3000000.0|azul, marco dorado|0.75|0.34
Exposición de Bruselas|"La serie ""Exposición de Bruselas"" de 1958 conmemora la participación de España en la Exposición Universal e Internacional de Bruselas (Expo 58), celebrada del 17 de abril al 19 de octubre de 1958. Esta fue la primera gran Exposición Universal después de la Segunda Guerra Mundial, simbolizando el progreso tecnológico y científico de la posguerra y un renovado sentido de cooperación global. España, bajo el régimen de Franco, utilizó su pabellón para mostrar su herencia cultural, avances industriales y una imagen moderna a la comunidad internacional, a pesar de su aislamiento político en ese momento. Los sellos presentan el emblema oficial de la exposición, un Atomium estilizado, que representa la era atómica y el progreso científico, combinado con la estrella de Bruselas. Esta emisión es significativa ya que refleja los esfuerzos de España por reincorporarse al escenario internacional y destacar sus contribuciones a la cultura y la ciencia globales."|1958-06-07|Teodoro Miciano|Fábrica Nacional de Moneda y Timbre|Huecograbado|12 3/4 x 12 1/2||Correo ordinario||6000000.0|0.54|0.36|1220.0|1220.0|Emblema de la exposición|80 cts|Este sello, con un valor facial de 80 céntimos, representa el emblema oficial de la Exposición Universal de Bruselas de 1958. El emblema, diseñado por Lucien De Roeck, presenta una representación estilizada del Atomium, la icónica estructura construida para la exposición, que simboliza la era atómica y el avance científico. El diseño también incorpora una estrella, que representa a Bruselas. El sello fue emitido para conmemorar la participación de España en este significativo evento internacional, que tenía como objetivo fomentar la comprensión global y mostrar los logros tecnológicos y culturales después de la Segunda Guerra Mundial. Los colores rojo, castaño y gris fueron elegidos para resaltar los detalles del emblema.|3000000.0|rojo, castaño y gris|0.225|0.2
Exposición de Bruselas|"La serie ""Exposición de Bruselas"" de 1958 conmemora la participación de España en la Exposición Universal e Internacional de Bruselas (Expo 58), celebrada del 17 de abril al 19 de octubre de 1958. Esta fue la primera gran Exposición Universal después de la Segunda Guerra Mundial, simbolizando el progreso tecnológico y científico de la posguerra y un renovado sentido de cooperación global. España, bajo el régimen de Franco, utilizó su pabellón para mostrar su herencia cultural, avances industriales y una imagen moderna a la comunidad internacional, a pesar de su aislamiento político en ese momento. Los sellos presentan el emblema oficial de la exposición, un Atomium estilizado, que representa la era atómica y el progreso científico, combinado con la estrella de Bruselas. Esta emisión es significativa ya que refleja los esfuerzos de España por reincorporarse al escenario internacional y destacar sus contribuciones a la cultura y la ciencia globales."|1958-06-07|Teodoro Miciano|Fábrica Nacional de Moneda y Timbre|Huecograbado|12 3/4 x 12 1/2||Correo ordinario||6000000.0|0.54|0.36|1221.0|1221.0|Emblema de la exposición|3 pta|Con un valor facial de 3 pesetas, este sello también presenta el emblema oficial de la Exposición Universal de Bruselas de 1958. El emblema, un Atomium estilizado combinado con la estrella de Bruselas, fue un poderoso símbolo de los temas de progreso científico y cooperación internacional de la exposición. Este sello de mayor denominación sirvió para conmemorar aún más la presencia y las contribuciones de España a la Expo 58, un evento que marcó un momento crucial en las relaciones globales y la exhibición tecnológica de la posguerra. Los colores rojo, negro y azul se utilizaron para diferenciar este valor y enfatizar el diseño del emblema.|3000000.0|rojo, negro y azul|0.375|0.2
Exposición de Bruselas|Esta serie de sellos conmemora la participación de España en la Exposición Universal e Internacional de Bruselas de 1958, conocida como Expo 58. Celebrada del 17 de abril al 19 de octubre de 1958 en Bruselas, Bélgica, esta exposición fue un evento de gran relevancia internacional en la posguerra, simbolizando el progreso tecnológico, la cooperación global y la paz. España, al igual que muchas otras naciones, presentó su propio pabellón para mostrar su cultura, arte y avances. Los sellos, emitidos el 25 de junio de 1958, destacan el emblema oficial de la exposición, sirviendo como un recordatorio de la presencia española en este hito de la historia moderna.|1958-06-25|Teodoro Miciano|Fábrica Nacional de Moneda y Timbre|Huecograbado|Imperforado||Correo ordinario|La descripción original proporcionada en el 'desc_snippet' de los datos de entrada era incorrecta, ya que hacía referencia a una Exposición Filatélica Nacional de 1958 en España, en lugar de la Exposición Universal de Bruselas. Se ha corregido la descripción para reflejar el motivo real de la emisión.|400000.0|1.0|0.4|1222.0|1222.0|Emblema de la exposición|80 cts|Este sello de 80 céntimos forma parte de la serie dedicada a la Exposición Universal de Bruselas de 1958 (Expo 58). Su diseño presenta el emblema oficial de la exposición, que a menudo incluía elementos como el Atomium o representaciones estilizadas de la ciencia y la tecnología. La emisión de este sello subraya la participación de España en este evento internacional, que buscaba promover la paz y el progreso tras la Segunda Guerra Mundial. La descripción original en los datos de entrada era errónea y ha sido corregida.|200000.0|rojo, castaño, verde y rosa|0.45|0.2
Exposición de Bruselas|Esta serie de sellos conmemora la participación de España en la Exposición Universal e Internacional de Bruselas de 1958, conocida como Expo 58. Celebrada del 17 de abril al 19 de octubre de 1958 en Bruselas, Bélgica, esta exposición fue un evento de gran relevancia internacional en la posguerra, simbolizando el progreso tecnológico, la cooperación global y la paz. España, al igual que muchas otras naciones, presentó su propio pabellón para mostrar su cultura, arte y avances. Los sellos, emitidos el 25 de junio de 1958, destacan el emblema oficial de la exposición, sirviendo como un recordatorio de la presencia española en este hito de la historia moderna.|1958-06-25|Teodoro Miciano|Fábrica Nacional de Moneda y Timbre|Huecograbado|Imperforado||Correo ordinario|La descripción original proporcionada en el 'desc_snippet' de los datos de entrada era incorrecta, ya que hacía referencia a una Exposición Filatélica Nacional de 1958 en España, en lugar de la Exposición Universal de Bruselas. Se ha corregido la descripción para reflejar el motivo real de la emisión.|400000.0|1.0|0.4|1223.0|1223.0|Emblema de la exposición|3 pta|Este sello de 3 pesetas, integrante de la serie conmemorativa de la Exposición Universal de Bruselas de 1958 (Expo 58), también muestra el emblema oficial de dicho evento. La Expo 58 fue un escaparate global de la innovación y la cultura, y la participación española fue un punto clave para la diplomacia y la imagen del país en la escena internacional. Este sello, junto con el de 80 céntimos, sirvió para difundir la imagen de la exposición y la presencia española. La descripción original en los datos de entrada era errónea y ha sido corregida.|200000.0|rojo, castaño, azul y rosa|0.7|0.25
IV Centenario de la muerte de Carlos I y V de Alemania|La serie conmemora el IV Centenario de la muerte de Carlos I de España y V de Alemania, quien falleció en 1558. Emitida el 30 de julio de 1958, esta emisión rinde homenaje a una figura clave de la historia española y europea, destacando su legado y el impacto de su reinado.|1958-07-30|Teodoro Miciano|Fábrica Nacional de Moneda y Timbre|Huecograbado|13||Sello de correo ordinario||3500000.0|3.0|1.0|1224.0|1224.0|Retrato de Carlos I por Strigel|15 cts|Carlos de Austria (o Habsburgo) (Gante, 24 de febrero de 1500 – Monasterio de Yuste, 21 de septiembre de 1558) fue rey de España con el nombre de Carlos I (1516-1556), el primero de la Casa de Austria en reinar en España, y Emperador del Sacro Imperio Romano Germánico como Carlos V. Su reinado fue uno de los más extensos y significativos de la historia europea. El sello conmemora el 400 aniversario de su muerte en el Monasterio de Yuste. El motivo es un retrato de Carlos I realizado por Bernhard Strigel, un pintor alemán conocido por sus retratos de la nobleza y la realeza de su época.|3500000.0|castaño y amarillo|0.55|0.2
IV Centenario de la muerte de Carlos I y V de Alemania|La serie conmemora el IV Centenario de la muerte de Carlos I de España y V de Alemania, quien falleció en 1558. Emitida el 30 de julio de 1958, esta emisión rinde homenaje a una figura clave de la historia española y europea, destacando su legado y el impacto de su reinado.|1958-07-30|Teodoro Miciano|Fábrica Nacional de Moneda y Timbre|Huecograbado|13||Sello de correo ordinario||3500000.0|3.0|1.0|1225.0|1225.0|Fragmento de «La Batalla de Mühlberg» por Tiziano|50 cts|Este sello presenta un detalle de la obra maestra de Tiziano, «Carlos V en la Batalla de Mühlberg» (1548). Esta icónica pintura ecuestre conmemora la decisiva victoria de Carlos V sobre la Liga de Esmalcalda en 1547, un evento crucial en las Guerras de Religión europeas. La obra original, que simboliza el poder y la determinación del emperador, se conserva en el Museo del Prado en Madrid.|3500000.0|castaño, verde y negro|0.75|0.25
IV Centenario de la muerte de Carlos I y V de Alemania|La serie conmemora el IV Centenario de la muerte de Carlos I de España y V de Alemania, quien falleció en 1558. Emitida el 30 de julio de 1958, esta emisión rinde homenaje a una figura clave de la historia española y europea, destacando su legado y el impacto de su reinado.|1958-07-30|Teodoro Miciano|Fábrica Nacional de Moneda y Timbre|Huecograbado|13||Sello de correo ordinario||3500000.0|3.0|1.0|1226.0|1226.0|Escultura de Carlos I por Leoni|70 cts|El sello nos muestra el rostro del Emperador tomado de la célebre escultura «Carlos V y el Furor» (1551-1553) del escultor italiano Leone Leoni. Esta obra alegórica, realizada en bronce, representa a Carlos V dominando a la Furia, simbolizando su victoria sobre sus enemigos y su inmenso poder imperial. La escultura original se encuentra en el Museo del Prado.|3500000.0|verde y gris|0.75|0.25
IV Centenario de la muerte de Carlos I y V de Alemania|La serie conmemora el IV Centenario de la muerte de Carlos I de España y V de Alemania, quien falleció en 1558. Emitida el 30 de julio de 1958, esta emisión rinde homenaje a una figura clave de la historia española y europea, destacando su legado y el impacto de su reinado.|1958-07-30|Teodoro Miciano|Fábrica Nacional de Moneda y Timbre|Huecograbado|13||Sello de correo ordinario||3500000.0|3.0|1.0|1227.0|1227.0|Retrato de Carlos I por Tiziano|80 cts|El sello muestra el rostro del emperador tomado de la obra «Retrato de Carlos V sentado» (1548) de Tiziano. Esta pintura, un óleo sobre lienzo de 205 x 122 cm, es una de las representaciones más íntimas y psicológicas de Carlos V, mostrando una faceta más reflexiva del monarca. Actualmente se encuentra en la Pinacoteca Antigua de Múnich (Alte Pinakothek).|3500000.0|verde y castaño|0.75|0.25
IV Centenario de la muerte de Carlos I y V de Alemania|La serie conmemora el IV Centenario de la muerte de Carlos I de España y V de Alemania, quien falleció en 1558. Emitida el 30 de julio de 1958, esta emisión rinde homenaje a una figura clave de la historia española y europea, destacando su legado y el impacto de su reinado.|1958-07-30|Teodoro Miciano|Fábrica Nacional de Moneda y Timbre|Huecograbado|13||Sello de correo ordinario||3500000.0|3.0|1.0|1228.0|1228.0|Retrato de Carlos I por Strigel|1 pta|Carlos de Austria (o Habsburgo), nacido en Gante el 24 de febrero de 1500 y fallecido en el Monasterio de Yuste el 21 de septiembre de 1558, fue una de las figuras más influyentes de la historia europea. Reinó como Carlos I de España (1516-1556) y como Carlos V del Sacro Imperio Romano Germánico (1519-1556). Este sello conmemora el IV centenario de su muerte y presenta un retrato del monarca, atribuido a Bernhard Strigel, que captura la solemnidad y la autoridad del emperador. La imagen evoca la época de su juventud o madurez temprana, antes de las grandes batallas y responsabilidades que marcarían su reinado.|3500000.0|rojo y amarillo|0.6|0.23
IV Centenario de la muerte de Carlos I y V de Alemania|La serie conmemora el IV Centenario de la muerte de Carlos I de España y V de Alemania, quien falleció en 1558. Emitida el 30 de julio de 1958, esta emisión rinde homenaje a una figura clave de la historia española y europea, destacando su legado y el impacto de su reinado.|1958-07-30|Teodoro Miciano|Fábrica Nacional de Moneda y Timbre|Huecograbado|13||Sello de correo ordinario||3500000.0|3.0|1.0|1229.0|1229.0|Fragmento de «La Batalla de Mühlberg» por Tiziano|1,80 pta|"Este sello conmemora el IV centenario de la muerte de Carlos I y V de Alemania, presentando un fragmento de la icónica obra ""Carlos V en la Batalla de Mühlberg"" (1548) del maestro Tiziano. La pintura original, un óleo sobre lienzo, se encuentra en el Museo del Prado y es una de las representaciones más célebres del emperador. Conmemora la decisiva victoria de Carlos V sobre la Liga de Esmalcalda, una alianza de príncipes protestantes alemanes, el 24 de abril de 1547. El detalle elegido para el sello resalta la figura ecuestre de Carlos V, simbolizando su poder y determinación en uno de los momentos cumbre de su reinado."|3500000.0|esmeralda y verde|0.75|0.26
IV Centenario de la muerte de Carlos I y V de Alemania|La serie conmemora el IV Centenario de la muerte de Carlos I de España y V de Alemania, quien falleció en 1558. Emitida el 30 de julio de 1958, esta emisión rinde homenaje a una figura clave de la historia española y europea, destacando su legado y el impacto de su reinado.|1958-07-30|Teodoro Miciano|Fábrica Nacional de Moneda y Timbre|Huecograbado|13||Sello de correo ordinario||3500000.0|3.0|1.0|1230.0|1230.0|Escultura de Carlos I por Leoni|2 pta|"Este sello, parte de la serie conmemorativa del IV centenario de la muerte de Carlos I, reproduce un detalle del rostro del Emperador tomado de la famosa escultura ""Carlos V y el Furor"" de Leone Leoni. Realizada entre 1551 y 1553, esta obra maestra del Renacimiento, conservada en el Museo del Prado, representa a Carlos V en una armadura clásica, triunfante sobre la figura encadenada del ""Furor"", que simboliza la herejía protestante y la disensión política. La escultura, y por extensión el sello, evoca la tradición medieval de representar la Virtud triunfando sobre el Vicio, pero con la maestría y el realismo propios del arte renacentista."|3500000.0|malva y gris|0.9|0.3
IV Centenario de la muerte de Carlos I y V de Alemania|La serie conmemora el IV Centenario de la muerte de Carlos I de España y V de Alemania, quien falleció en 1558. Emitida el 30 de julio de 1958, esta emisión rinde homenaje a una figura clave de la historia española y europea, destacando su legado y el impacto de su reinado.|1958-07-30|Teodoro Miciano|Fábrica Nacional de Moneda y Timbre|Huecograbado|13||Sello de correo ordinario||3500000.0|3.0|1.0|1231.0|1231.0|Retrato de Carlos I por Tiziano|3 pta|"Este sello, el de mayor valor facial de la serie conmemorativa del IV centenario de la muerte de Carlos I, presenta un detalle del rostro del emperador extraído del ""Retrato de Carlos V sentado"" (1548) de Tiziano. Esta obra, un óleo sobre lienzo de 205 x 122 cm, es una de las representaciones más íntimas y psicológicas del monarca, mostrando a un Carlos V ya maduro y reflexivo. Actualmente se conserva en la Pinacoteca Antigua de Múnich (Alte Pinakothek). El sello captura la maestría de Tiziano para plasmar la personalidad y la dignidad del emperador, ofreciendo una visión más personal en contraste con las representaciones más heroicas o simbólicas."|3500000.0|azul y castaño|1.13|0.34
XXVI Congreso Internacional de Ferrocarriles|Esta serie conmemora el XXVI Congreso Internacional de Ferrocarriles, un evento significativo celebrado en 1958. La emisión destaca la importancia del transporte ferroviario y su desarrollo a nivel internacional, reflejando un momento de progreso y conexión global en la España de la época.|1958-09-29|Teodoro Miciano|Fábrica Nacional de Moneda y Timbre|Huecograbado|12 3/4 x 12 1/2||Sello||3500000.0|4.13|1.31|1232.0|1232.0|El Escorial|15 cts|Este sello, emitido en 1958 con motivo del XXVI Congreso Internacional de Ferrocarriles, presenta una vista del majestuoso Monasterio de El Escorial junto a un moderno tren Talgo. El Monasterio de San Lorenzo de El Escorial, erigido en el siglo XVI, es un símbolo de la arquitectura renacentista española y Patrimonio de la Humanidad. La inclusión del tren Talgo subraya la modernización de la red ferroviaria española y su conexión con importantes hitos culturales y geográficos del país.|3500000.0|castaño|0.5|0.2
XXVI Congreso Internacional de Ferrocarriles|Esta serie conmemora el XXVI Congreso Internacional de Ferrocarriles, un evento significativo celebrado en 1958. La emisión destaca la importancia del transporte ferroviario y su desarrollo a nivel internacional, reflejando un momento de progreso y conexión global en la España de la época.|1958-09-29|Teodoro Miciano|Fábrica Nacional de Moneda y Timbre|Huecograbado|12 3/4 x 12 1/2||Sello||3500000.0|4.13|1.31|1233.0|1233.0|Despeñaperros|60 cts|Perteneciente a la serie de 1958 dedicada al XXVI Congreso Internacional de Ferrocarriles, este sello de 60 céntimos ilustra el impresionante desfiladero de Despeñaperros. Situado en el municipio de Santa Elena, al norte de la provincia de Jaén, este paraje natural es un paso estratégico y emblemático, conocido por sus escarpadas paredes y su importancia histórica como vía de comunicación. Su representación en la serie ferroviaria destaca la ingeniería y el desafío de construir infraestructuras en terrenos difíciles, conectando el sur con el centro de la península.|3500000.0|violeta negruzco|0.6|0.2
XXVI Congreso Internacional de Ferrocarriles|Esta serie conmemora el XXVI Congreso Internacional de Ferrocarriles, un evento significativo celebrado en 1958. La emisión destaca la importancia del transporte ferroviario y su desarrollo a nivel internacional, reflejando un momento de progreso y conexión global en la España de la época.|1958-09-29|Teodoro Miciano|Fábrica Nacional de Moneda y Timbre|Huecograbado|12 3/4 x 12 1/2||Sello||3500000.0|4.13|1.31|1234.0|1234.0|Castillo de la Mota|80 cts|Este sello de 80 céntimos, parte de la emisión de 1958 conmemorativa del XXVI Congreso Internacional de Ferrocarriles, muestra el histórico Castillo de La Mota. Ubicado en Medina del Campo, Valladolid, esta fortaleza medieval se alza sobre una elevación del terreno, dominando la villa y su extensa comarca. Su presencia en la serie resalta la riqueza histórica y cultural de las regiones atravesadas por las vías férreas españolas, simbolizando la conexión entre el pasado monumental y el progreso moderno del transporte.|3500000.0|verde|0.75|0.25
XXVI Congreso Internacional de Ferrocarriles|Esta serie conmemora el XXVI Congreso Internacional de Ferrocarriles, un evento significativo celebrado en 1958. La emisión destaca la importancia del transporte ferroviario y su desarrollo a nivel internacional, reflejando un momento de progreso y conexión global en la España de la época.|1958-09-29|Teodoro Miciano|Fábrica Nacional de Moneda y Timbre|Huecograbado|12 3/4 x 12 1/2||Sello||3500000.0|4.13|1.31|1235.0|1235.0|El Escorial|1 pta|Con un valor facial de 1 peseta, este sello de la serie de 1958 del XXVI Congreso Internacional de Ferrocarriles vuelve a representar el Monasterio de El Escorial junto a un tren Talgo. Esta segunda aparición del motivo subraya la relevancia del Monasterio de San Lorenzo de El Escorial como icono cultural y turístico de España, y la importancia del tren Talgo como emblema de la modernidad y eficiencia del transporte ferroviario en la época. La serie en su conjunto celebra la infraestructura y el patrimonio español.|3500000.0|rojo|0.9|0.3
XXVI Congreso Internacional de Ferrocarriles|Esta serie conmemora el XXVI Congreso Internacional de Ferrocarriles, un evento significativo celebrado en 1958. La emisión destaca la importancia del transporte ferroviario y su desarrollo a nivel internacional, reflejando un momento de progreso y conexión global en la España de la época.|1958-09-29|Teodoro Miciano|Fábrica Nacional de Moneda y Timbre|Huecograbado|12 3/4 x 12 1/2||Sello||3500000.0|4.13|1.31|1236.0|1236.0|Despeñaperros|2 pta|El sello de 2 pesetas de la serie 'XXVI Congreso Internacional de Ferrocarriles' de 1958 representa el desfiladero de Despeñaperros. Este impresionante cañón, excavado por el río homónimo, se sitúa en el municipio de Santa Elena, al norte de la provincia de Jaén. Es un paso natural histórico y estratégico que conecta Andalucía con la Meseta Central, caracterizado por sus escarpadas paredes de roca y su rica biodiversidad, formando parte de un parque natural. La imagen del sello captura la majestuosidad de este paisaje geológico, destacando su importancia geográfica y natural.|3500000.0|malva|0.6|0.3
XXVI Congreso Internacional de Ferrocarriles|Esta serie conmemora el XXVI Congreso Internacional de Ferrocarriles, un evento significativo celebrado en 1958. La emisión destaca la importancia del transporte ferroviario y su desarrollo a nivel internacional, reflejando un momento de progreso y conexión global en la España de la época.|1958-09-29|Teodoro Miciano|Fábrica Nacional de Moneda y Timbre|Huecograbado|12 3/4 x 12 1/2||Sello||3500000.0|4.13|1.31|1237.0|1237.0|Castillo de la Mota|3 pta|El sello de 3 pesetas de la serie 'XXVI Congreso Internacional de Ferrocarriles' de 1958 ilustra el icónico Castillo de La Mota. Ubicado en la villa de Medina del Campo, Valladolid, esta fortaleza medieval se alza sobre una elevación del terreno, dominando la villa y su extensa comarca. Es un ejemplo sobresaliente de arquitectura militar castellana, conocido por su imponente torre del homenaje y su papel crucial en la historia de España, especialmente durante el reinado de los Reyes Católicos, siendo residencia y prisión real. Su diseño y estado de conservación lo convierten en uno de los castillos más emblemáticos de Castilla y León.|3500000.0|azul|0.6|0.3
Velazquez|Esta serie de sellos, emitida el 24 de marzo de 1959, rinde homenaje a Diego Velázquez, uno de los pintores más importantes de la historia del arte español y universal. La emisión conmemora su legado artístico y su influencia en la pintura barroca, presentando obras o retratos relacionados con el maestro sevillano. Es una serie clásica dentro de la filatelia española dedicada a figuras culturales.|1959-03-24||Fábrica Nacional de Moneda y Timbre|Huecograbado|13 x 12 3/4||Correo ordinario||3000000.0|2.8|1.05|1238.0|1238.0|«Los Borrachos» de Velázquez|15 cts|El sello reproduce la famosa obra de Diego Velázquez, «El triunfo de Baco», popularmente conocida como «Los Borrachos». Esta pintura, realizada entre 1628 y 1629, es una de las primeras obras mitológicas del artista y se conserva en el Museo del Prado de Madrid desde 1819. Representa a Baco, dios del vino, coronando a uno de sus seguidores, rodeado de figuras que celebran con alegría. La obra destaca por su realismo y la maestría de Velázquez en la representación de la luz y las texturas.|3000000.0|castaño oscuro y dorado|0.6|0.23
Velazquez|Esta serie de sellos, emitida el 24 de marzo de 1959, rinde homenaje a Diego Velázquez, uno de los pintores más importantes de la historia del arte español y universal. La emisión conmemora su legado artístico y su influencia en la pintura barroca, presentando obras o retratos relacionados con el maestro sevillano. Es una serie clásica dentro de la filatelia española dedicada a figuras culturales.|1959-03-24||Fábrica Nacional de Moneda y Timbre|Huecograbado|13 x 12 3/4||Correo ordinario||3000000.0|2.8|1.05|1239.0|1239.0|«Las Hilanderas» de Velázquez|40 cts|Este sello conmemora la obra maestra de Velázquez, «La fábula de Aracné», más conocida como «Las Hilanderas». Pintada alrededor de 1657, esta compleja composición es una de las cumbres del arte barroco español, destacando por su innovadora representación de la luz, la perspectiva y la atmósfera. La escena principal muestra a mujeres trabajando en un taller de tapices, mientras en el fondo se revela la historia mitológica de Aracné y Atenea. Se conserva en el Museo del Prado.|3000000.0|malva y dorado|0.75|0.3
