issue_year|issue_date|fesofi_code|edifil_code|issue_name|stamp_name|stamp_face_value|stamp_size|stamp_color|stamp_perforation|stamp_artist|stamp_print_type|stamp_printer|stamp_amount_printed|number_of_stamps_in_issue|issue_description
2008|2008/01/10|4638|4382|Flora y fauna|Camelia (familia Teáceas)|0,60 |24,5 x 35 mm|multicolor|13|n/a|Offset|Fábrica Nacional de Moneda y Timbre|n/a|2|Es la camelia una planta o arbusto de la familia Theaceae y pertenece al género Camellia, nombre dado por Linneo en honor a G. J. Kamel, farmacéutico jesuita que recolectó estas plantas en Filipinas. También conocida como Camelia japónica, es nativa de Asia Oriental, aunque la mayor parte de las especies conocidas proceden de China. Logra una considerable altura, entre 5 y 10 m., y sus hojas son pecioladas, ovaladas, gruesas y con el borde dentado, además de consistentes, de color verde oscuro y muy brillantes.
2008|2008/01/17|4639|4384|Ciencia|Medicina|0,39 |40,9 x 28,8 mm|multicolor|13 1/4|n/a|Offset|Fábrica Nacional de Moneda y Timbre|n/a|2|La aplicación de las ciencias médicas para curar y prevenir enfermedades ha estado siempre ligada a la historia de la humanidad y ha sido contemplada de forma diferente a través de los tiempos. Si en las sociedades más primitivas consideraba al enfermo como un ser impuro y acudían a la explicación divina como causa del mal, civilizaciones como la egipcia dejaron muestras de una medicina avanzada y griegos, romanos, judíos y árabes abundaron en estos estudios que no han cesado de evolucionar a lo largo de los siglos.
2008|2008/01/17|4640|4385|Ciencia|Meteorología|0,43 |40,9 x 28,8 mm|multicolor|13 1/4|n/a|Offset|Fábrica Nacional de Moneda y Timbre|n/a|2|La Meteorología es una rama de la geofísica que estudia los fenómenos que ocurren en la atmósfera. Como ciencia aplicada sirve para la predicción del tiempo y la previsión de los cambios climáticos. En España el organismo encargado de su seguimiento es el Instituto Nacional de Meteorología (INM), creado en 1860, quien cuenta con observatorios automáticos por toda la geografía para la captación y seguimiento de datos.
2008|2008/01/22|4641|4364|Serie Básica de S.M. el Rey|Juan Carlos I|0,31 |24,88 x 28,8 mm|gris y oro|12 3/4 y 13 1/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|n/a|4|La primera serie básica, ilustrada con una fotografía del joven monarca, se puso en circulación el 15 de julio de 1976 y abarca hasta 1984. De esta serie se realizaron ocho emisiones a lo largo de los años indicados, con un total de 30 valores diferentes. La segunda serie básica comprende las emisiones realizadas entre 1985 y 1992. La tercera serie básica se realiza entre 1993 y el año 2000. Formada por 20 valores emitidos en 13 ocasiones, la característica más destacada es que el margen izquierdo de los sellos aparece surcado por una banda en color oro. La cuarta serie básica, de 2001 a 2006, cuenta con 30 sellos realizados en seis entregas. Los sellos de 2001, año de transición de la peseta al euro, presentan el valor facial en ambas monedas y a partir de 2002 únicamente en euros. Una nueva imagen del Rey vuelve a diferenciar esta serie, en la que el valor facial y la corona real están impresos en la parte superior del sello en color plata.
2008|2008/01/22|4642|4365|Serie Básica de S.M. el Rey|Juan Carlos I|0,60 |24,88 x 28,8 mm|violeta y oro|12 3/4 y 13 1/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|n/a|4|La primera serie básica, ilustrada con una fotografía del joven monarca, se puso en circulación el 15 de julio de 1976 y abarca hasta 1984. De esta serie se realizaron ocho emisiones a lo largo de los años indicados, con un total de 30 valores diferentes. La segunda serie básica comprende las emisiones realizadas entre 1985 y 1992. La tercera serie básica se realiza entre 1993 y el año 2000. Formada por 20 valores emitidos en 13 ocasiones, la característica más destacada es que el margen izquierdo de los sellos aparece surcado por una banda en color oro. La cuarta serie básica, de 2001 a 2006, cuenta con 30 sellos realizados en seis entregas. Los sellos de 2001, año de transición de la peseta al euro, presentan el valor facial en ambas monedas y a partir de 2002 únicamente en euros. Una nueva imagen del Rey vuelve a diferenciar esta serie, en la que el valor facial y la corona real están impresos en la parte superior del sello en color plata.
2008|2008/01/22enero|4643|4366|Serie Básica de S.M. el Rey|Juan Carlos I|0,78 |24,88 x 28,8 mm|rojo y oro|12 3/4 y 13 1/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|n/a|4|La primera serie básica, ilustrada con una fotografía del joven monarca, se puso en circulación el 15 de julio de 1976 y abarca hasta 1984. De esta serie se realizaron ocho emisiones a lo largo de los años indicados, con un total de 30 valores diferentes. La segunda serie básica comprende las emisiones realizadas entre 1985 y 1992. La tercera serie básica se realiza entre 1993 y el año 2000. Formada por 20 valores emitidos en 13 ocasiones, la característica más destacada es que el margen izquierdo de los sellos aparece surcado por una banda en color oro. La cuarta serie básica, de 2001 a 2006, cuenta con 30 sellos realizados en seis entregas. Los sellos de 2001, año de transición de la peseta al euro, presentan el valor facial en ambas monedas y a partir de 2002 únicamente en euros. Una nueva imagen del Rey vuelve a diferenciar esta serie, en la que el valor facial y la corona real están impresos en la parte superior del sello en color plata.
2008|2008/01/22enero|4644|4367|Serie Básica de S.M. el Rey|Juan Carlos I|2,60 |24,88 x 28,8 mm|verde oscuro y oro|12 3/4 y 13 1/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|n/a|4|La primera serie básica, ilustrada con una fotografía del joven monarca, se puso en circulación el 15 de julio de 1976 y abarca hasta 1984. De esta serie se realizaron ocho emisiones a lo largo de los años indicados, con un total de 30 valores diferentes. La segunda serie básica comprende las emisiones realizadas entre 1985 y 1992. La tercera serie básica se realiza entre 1993 y el año 2000. Formada por 20 valores emitidos en 13 ocasiones, la característica más destacada es que el margen izquierdo de los sellos aparece surcado por una banda en color oro. La cuarta serie básica, de 2001 a 2006, cuenta con 30 sellos realizados en seis entregas. Los sellos de 2001, año de transición de la peseta al euro, presentan el valor facial en ambas monedas y a partir de 2002 únicamente en euros. Una nueva imagen del Rey vuelve a diferenciar esta serie, en la que el valor facial y la corona real están impresos en la parte superior del sello en color plata.
2008|2008/01/30|4645|4386|Diarios centenarios|La Voz de Avilés (1908)|0,31 |40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|1.000.000|1|Este periódico, vicedecano de la prensa asturiana, llegó por vez primera a manos del lector el 26 de enero de 1908. El diario fue promovido por un grupo de seguidores del diputado a Cortes, José Manuel Pedregal. Para su puesta en marcha se recurrió a dos personas que fueron determinantes en la existencia y continuidad de esta publicación: uno fue Isidro Pruneda, hijo del primer impresor y editor de prensa en Avilés, quien aportó su experiencia en el negocio editorial, y otro, Manuel González Wes, licenciado en Teología y Derecho, un acreditado del periodismo local que acabó adquiriendo el diario una década después de su fundación. Entre 1923 y 1927, La Voz de Avilés, sufrió la censura de la dictadura de Primo de Rivera, hecho que no obstaculizó su continuidad. Ni siquiera el trágico fallecimiento durante la Guerra Civil de González Wes y la posterior incautación del diario, durante la contienda y en la postguerra, impidieron que llegase al lector.
2008|2008/02/04|4646|4387|Ciencias de la Tierra y del Universo|Año polar internacional|0,78 |40,9 x 28,8 mm|multicolor|13 3/4|n/a|Offset|Fábrica Nacional de Moneda y Timbre|n/a|2|El periodo 2007-2008, declarado Año Polar Internacional, centra su interés en potenciar las observaciones en las zonas polares del planeta (Ártico y Antártida) a través de un programa internacional de investigación científica coordinada. La idea ha sido promovida por el Consejo Internacional para la Ciencia (ICSU) y la Organización Meteorológica Mundial (OMM) y cuenta con el respaldo de 60 países, universidades e investigadores de todo el mundo agrupados en más de 200 proyectos.
2008|2008/02/04|4647|4388|Ciencias de la Tierra y del Universo|Año internacional del planeta Tierra|2,60 |40,9 x 28,8 mm|multicolor|13 3/4|n/a|Offset|Fábrica Nacional de Moneda y Timbre|n/a|2|El año 2008 ha sido declarado por la Asamblea General de las Naciones Unidas como Año Internacional del Planeta Tierra. La propuesta fue presentada conjuntamente por la Unión Internacional de Ciencias Geológicas (IUGS) y la UNESCO para concienciar a la sociedad de la importancia que tienen las Ciencias de la Tierra en la vida cotidiana cuando se aplican los conocimientos de los geocientíficos de todo el mundo. De esta forma se podrían evitar muchas de las tragedias humanas causadas por fenómenos naturales, como terremotos y tsunamis.
2008|2008/02/11|4648|4389|Contra la violencia de género|Teléfono de emergencia Nº. 016|0,31 |40,9 x 28,8 mm|multicolor|13 3/4|n/a|Offset|Fábrica Nacional de Moneda y Timbre|n/a|1|A pesar de las medidas puestas en marcha para luchar contra la violencia de género, datos oficiales confirman que las denuncias por malos tratos han aumentado en los últimos años y que la violencia sobre la mujer se sigue ejerciendo. A las campañas publicitarias sobre el tema, planes de sensibilización, medidas de protección y nuevas disposiciones legislativas contra la violencia se suma la puesta en marcha del servicio telefónico 016, que ofrece información tanto a las víctimas como a los familiares, vecinos, amigos y ciudadanos que lo necesiten. El servicio está atendido por personal especializado, funciona las 24 horas del día y tiene la característica de que no deja prueba de su utilización, ya que no aparece en ninguna factura y desaparece de la marcación al finalizar la llamada.
2008|2008/02/18|4649|4390|Árboles monumentales|Álamo negro de Horcajuelo (Brabos)|2,44 |28,8 x 40,9 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|n/a|1|El álamo o chopo de Horcajuelo, también conocido como chopo del prado del Tío Leoncio, se localiza en los alrededores de Horcajuelo, en el municipio abulense de Brabos. Es un esbelto ejemplar cuya única copa alcanza los 26 m. de altura y 6,80 m. de diámetro. Tiene un perímetro de tronco en la base de 5,20 m. que se divide en tres cimales que llegan a alcanzar hasta los 2,72 m. de perímetro. El árbol se encuentra en la ribera del río Arevalillo e impone su esbelta imagen arbórea en el desolado paisaje agrícola de su entorno. Esta variedad denominada itálica, desde que fuera difundida en Europa a partir de la segunda mitad del siglo XVIII, por su valor ornamental, ha pasado a formar parte del paisaje castellano, encontrándose en ríos, arroyos, caminos, paseos y alamedas.
2008|2008/02/22|4650|4391|Exposición internacional Zaragoza 2008|Pabellón Puente, Torre del agua y logotipo|0,31 |40,9 x 28,8 mm|multicolor|13 3/4|n/a|Offset|Fábrica Nacional de Moneda y Timbre|n/a|1|El Pabellón-Puente, obra de la arquitecta iraquí, Zaha Hadid, y de la empresa de ingeniería Arup, es un diseño radical de Hadid, cuya sección tiene forma orgánica, trenzada, muy estilizada y ligeramente curvilínea que se asemeja a un diamante o gladiolo. Consiste en una pasarela peatonal que facilita el acceso al recinto desde la margen derecha del río Ebro, el que cruza en dos tramos apoyándose en ambas orillas y en una isla central situada en el cauce. El Pabellón-Puente, uno de los elementos claves de la muestra, además de conectar el eje del bulevar de acceso con el Palacio de Congresos, dentro del recinto de la Expo, permitirá a los visitantes acceder a tres espacios expositivos relacionados con el buen uso y la gestión del agua.
2008|2008/02/29|4651|4392|Valores Cívicos|Contra la explotación infantil|0,31 |40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|500.000|3|Datos de la Organización Internacional del Trabajo (OIT) apuntan que más de 218 millones de niños y niñas se ven forzados a trabajar a causa de la pobreza y de la explotación infantil; un dato que pone en tela de juicio la falta de protección a la que se ve sometida la población infantil en buena parte del mundo. Si bien la gran mayoría de niños trabaja en la agricultura, otra buena parte es explotada por patrones externos, como multinacionales, y de ahí el interés de los países industrializados por comprometerse a castigar judicialmente a las empresas que utilizan a los niños como mano de obra con bajos costes de producción.
2008|2008/02/29|4652|4393|Valores Cívicos|Solidaridad intergeneracional|0,39 |40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|500.000|3|La Solidaridad intergeneracional apuesta por la protección de los miembros más débiles de la sociedad, como niños y ancianos, procurando una conciliación entre la vida familiar y laboral. Si tradicionalmente ha sido la mujer la encargada de atender a hijos y progenitores, la incorporación de la misma al trabajo dificulta el cumplimiento de esta tarea y hace cada día más necesaria la implantación de medios gubernamentales que den respuesta a estas necesidades.
2008|2008/02/29|4653|4394|Valores Cívicos|Diversidad cultural|0,41 |40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|500.000|3|Las artes, las letras, el modo de vida, las tradiciones, los valores y las creencias de cada sociedad son algunos de los caracteres que dan lugar a la Diversidad cultural. En 2001 la UNESCO adoptó la Declaración Universal sobre la Diversidad Cultural con el compromiso de favorecer la fecunda diversidad de las culturas, que redundará en el respeto y preservación de esa pluralidad.
2008|2008/03/03|4654|4395|Arqueología|Bicha de Balazote|0,31 |40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|1.000.000|2|Escultura ibérica del siglo VI a. de C., hallada en un yacimiento arqueológico conocido como de los Majuelos, perteneciente a este municipio de la provincia de Albacete. Esta escultura, que es androcéfala, ya que tiene cabeza de hombre y cuerpo de toro, pertenece a una necrópolis tumular y posiblemente formara parte de la decoración de un templo. Consta la pieza de dos bloques de piedra caliza rosácea de unos 93 cm. de longitud y 73 cm. de altura. Representa su cabeza a la de un hombre barbudo con unos pequeños cuernos y orejas de toro, siendo su cuerpo el de un animal astado en reposo.
2008|2008/03/03|4655|4396|Arqueología|Vaso de Apofis I (Almuñecar)|0,31 |40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|1.000.000|2|Se cree que fue encontrado el Vaso cinerario de Apofis I, la pieza más importante del Museo de Almuñécar, en la necrópolis fenicia Laurita del cerro de San Cristóbal de esta población de la costa granadina. Este vaso, en mármol, es único en el Mediterráneo y tiene además impreso uno de los textos escritos más antiguos de los que se conservan en España. La pieza egipcia, fabricada hacia finales del siglo XVII a. de C., es posible que llegara aquí con los fenicios hacia el siglo VIII a. de C.
2008|2008/03/10|4656|4397|Naturaleza|Parque natural de las Hoces del río Duratón|0,31 |40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|1.000.000|2|El Parque Natural de las Hoces del río Duratón está situado al noreste de Segovia, en Sepúlveda. Tiene una superficie de 5.037 hectáreas. Su relieve es un extenso conjunto de hoces, cañones y acantilados excavados por el Duratón en las calizas mesozóicas. Entre su vegetación, en la parte alta se extiende la paramera donde abundan la sabina albar y el enebro común, además de otras especies de matorral con tomillos, salvias y aulagas, mientras que en los cortados hay sedos y especies nitrófilas como la hiedra, el culantrillo y el asplenio. Este espacio fue declarado Parque Natural en 1989.
2008|2008/03/10|4657|4398|Naturaleza|Montes de Toledo|0,31 |40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|1.000.000|2|La comarca de los Montes de Toledo, pertenece a Castilla-La Mancha. Se define así al territorio de Toledo delimitado al norte por los escalones del valle del Tajo, al sur por el río Guadiana y las antiguas tierras de Calatrava, al oeste por el río Pusa y la antigua Tierra de Talavera y al este por La Mancha. Dependiendo de la zona se origina un bosque de carácter mixto con encinas, arces, alcornoques y quejigos, a los que se suman el matorral con jaras, brezos, romeros, majuelos, lentiscos y cantuesos. En lo referente a fauna, la de los Montes de Toledo es muy variada pues hay águilas y buitres, además de otras aves como la avutarda, el sisón y el martín pescador. Posee también grandes mamíferos como el ciervo, el corzo y el jabalí y una amplia representación de anfibios, reptiles y peces.
2008|2008/03/12|4658|4399|Salvamento marítimo|Helicóptero, buque polivalente y embarcación de intervención rápida|0,31 |40,9 x 28,8 mm|multicolor|13 3/4|n/a|Offset|Fábrica Nacional de Moneda y Timbre|n/a|1|La Sociedad de Salvamento y Seguridad Marítima, Salvamento Marítimo, fue creada en 1992 como entidad adscrita al Ministerio de Fomento, a través de la Dirección General de la Marina Mercante. Su organización se estructura en Centros de Coordinación de Salvamento, repartidos estratégicamente por los cerca de 8.000 kilómetros de costa española, que se encargan de atender todo tipo de emergencias y llamadas de socorro que llegan desde la mar. Para ejercer la compleja misión que tiene asignada, Salvamento Marítimo cuenta con una flota marítima y aérea compuesta por buques de salvamento, remolcadores, embarcaciones de intervención rápida llamadas Salvamares, helicópteros de rescate, helicópteros de ala fija y aviones de búsqueda y vigilancia, todos ellos diseñados especialmente para el salvamento y la lucha contra la contaminación marina.
2008|2008/03/14|4659|4400|IV Centenario de la Universidad de Oviedo|Edificio histórico de la universidad|0,31 |40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|1.000.000|1|El 21 de septiembre de 1608, la Universidad de Oviedo abría sus puertas al estudio de las Facultades especializadas en Leyes, Cánones y Teología. Su fundación fue establecida por el arzobispo Fernando Valdés Salas, quien dejó dispuesto en su testamento la creación de la universidad. Fernando Valdés había sido presidente del Consejo de Castilla, arzobispo de Sevilla e inquisidor general durante los reinados de Carlos I y Felipe II. Movido por el interés humanístico y cultural, había fundado anteriormente el Colegio de Niñas Huérfanas Recoletas y el Colegio de San Gregorio para la formación de los niños en Gramática y Latinidad.
2008|2008/03/19|4660|4401|50 Aniversario del Parlamento europeo|Hemiciclo y bandera Unión Europea|0,60 |40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|2.500.000|1|El Parlamento Europeo o Eurocámara organiza sus actividades mediante grupos políticos afines, con independencia de su nacionalidad, que representan todas las ideologías: centro derecha, socialistas, liberales, nacionalistas, comunistas, verdes y euroescépticos. Con el Consejo de la Unión Europea comparte la responsabilidad de aprobar las leyes europeas y el presupuesto anual de la UE. Asimismo, ejerce un control democrático sobre las otras instituciones de la Unión y da su aprobación a los acuerdos internacionales para la adhesión de nuevos Estados y para el establecimiento de relaciones comerciales entre la UE y otros países.
2008|2008/04/01|4661|4377|Flora y fauna|Cernícalo|0,31 |24,5 x 35 mm|multicolor|13|n/a|Offset|Fábrica Nacional de Moneda y Timbre|n/a|2|El cernícalo común o Falco tinnunculus es un ave del grupo de las rapaces diurnas más pequeñas, pues mide entre 31 y 39 cm. de longitud, mientras que sus alas desplegadas pueden alcanzar hasta 80 cm. de longitud. Su cría se extiende por Eurasia y África y en España se encuentra por toda la Península, Baleares y Canarias. Su plumaje, en el macho, presenta una coloración parda por el dorso, con puntos marrones oscuros, cola y cabeza gris, mientras que la hembra tiene cola barrada también con banda negra. No construyen nido y su puesta es entre abril y mayo, depositando los huevos en una amplia gama de lugares: nidos de córvidos abandonados, huecos en árboles ó cavidades en cortados rocosos. La incubación dura unos 28 días. Se alimentan de pequeños pájaros, roedores y de ranas e insectos.
2008|2008/04/01|4662|4381|Flora y fauna|Tulipán (familia Liliaceae)|0,43 |24,5 x 35 mm|multicolor|13|n/a|Offset|Fábrica Nacional de Moneda y Timbre|n/a|2|El tulipán, una planta bulbosa de floración primaveral, tiene como origen principal el área mediterránea y el nordeste asiático, aunque la mayor parte de las variedades cultivadas proceden de las regiones montañosas de Asia Menor y el Cáucaso. Si bien, las primeras semillas de esta planta llegaron a Europa hacia finales del siglo XVI y procedían de Turquía, fue el botánico Carolus Clusius quien, partiendo de semillas y bulbos, inició su cultivo en el jardín botánico holandés de Leiden. El tulipán o tulipa sp. pertenece a la familia de las Liliáceas y surge de la plantación de un bulbo que florece a los 120 días de haber sido plantado y alcanza una altura de entre 30 y 60 cm. dependiendo de la variedad.
2008|2008/04/02|4663|4402|Arquitectura|Palacio de Longoria|0,31 |40,9 x 28,8 mm|castaño|13 3/4|n/a|Calcografía|Fábrica Nacional de Moneda y Timbre|1.000.000|6|El palacio de Longoria, fue construido en 1903 por el arquitecto José Grases Riera, siguiendo como modelo constructivo el art nouveau por lo que es uno de los escasos edificios modernistas de Madrid. La decoración vegetal envuelve toda su fachada, planteada en dos cuerpos rectangulares unidos en la esquina por un torreón circular sin cúpula.
2008|2008/04/02|4664|4403|Arquitectura|Casa Vicens|0,31 |40,9 x 28,8 mm|castaño y negro|13 3/4|n/a|Calcografía|Fábrica Nacional de Moneda y Timbre|1.000.000|6|La casa Vicens, fue mandada construir por Manuel Vicens i Montaner a Gaudí. Es el primer trabajo importante del célebre arquitecto modernista, realizado entre 1883 y 1888. Consta el edificio de diferentes volúmenes, separados por ángulos. En él predomina la decoración cerámica a base de baldosas
2008|2008/04/02|4665|4406|Arquitectura|Auditorio de Tenerife|0,31 |28,8 x 40,9 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|1.000.000|6|El auditorio de Tenerife, obra de Calatrava, se construyó entre 1997 y 2003 y ocupa el conjunto 6.471 m2 distribuidos en dos salas, la principal o Sinfónica y la de Cámara, además de otros espacios accesorios. El edificio es una construcción muy vanguardista que se ve coronado por una gran cúpula y por una llamativa cubierta.
2008|2008/04/02|4666|4407|Arquitectura|Torre Agbar|0,31 |28,8 x 40,9 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|1.000.000|6|La torre Agbar, inaugurada en 2005, es un rascacielos de 144 m. de altura. Es obra del arquitecto francés Jean Nouvel. Tiene forma de pináculo que emerge del suelo y es de hormigón recubierto de vidrio y cristal. Posee un total de 50.693 metros cuadrados de superficie.
2008|2008/04/02|4667|4404|Arquitectura|Torrespaña|0,31 |28,8 x 79,2 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|1.000.000|6|El edificio Torrespaña, conocido como el Pirulí, es una torre de comunicaciones de Retevisión. Es obra del arquitecto Emilio Fernández y fue realizada entre 1981 y 1982. Tiene una altura de 220 m. Sobre el fuste de 120 m. aparece un volumen de cuatro plantas del centro de control
2008|2008/04/02|4668|4405|Arquitectura|Torre de comunicaciones de Montjuich|0,31 |28,8 x 79,2 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|1.000.000|6|La torre de comunicaciones de Montjuïc, obra de Santiago Calatrava fue construida entre 1989 y 1992. Su estructura mide unos 130 m. y representa a una figura arrodillada. Fue levantada para Telefónica con motivo de los Juegos Olímpicos del 92.
2008|2008/04/16|4669|4408|Juegos y deportes tradicionales|Pelota valenciana|0,43 |28,8 x 40,9 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|500.000|2|La pelota valenciana se juega en la calle o en trinquete, donde dos equipos de uno o varios jugadores ocupan campos opuestos lanzándose la pelota con la mano para conseguir que la falta se produzca en el campo contrario. En la modalidad de calle se puede jugar en raspall, galotxa y llargues. En trinquete las variedades son raspall, escala i corda y rebot.
2008|2008/04/16|4670|4409|Juegos y deportes tradicionales|Pelota Vasca|0,43 |40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|500.000|2|La pelota vasca que se practica principalmente en el País Vasco, Navarra y La Rioja. La variedad de pelota a mano se ha extendido por todo el territorio nacional. El juego se desarrolla en una cancha llamada frontón donde los pelotaris, uno o dos de cada equipo, se sitúan en los puntos reglamentados para iniciar el saque que se echa a suertes
2008|2008/04/23|4671|4410|Europa|H.B. Bodegón con cartas (J. Carrero)|0,60 |Hoja 79,2 x 105,6 mm|multicolor|n/a|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|500.000|1|El Diccionario de la Real Academia Española define la carta como: Papel escrito, y ordinariamente cerrado, que una persona envía a otra para comunicarse con ella. Similar o parecida definición ha utilizado Correos a través de la historia, cumpliendo una función que lleva emparejada el secreto y la inviolabilidad de la correspondencia y la entrega a su destinatario. La carta constituye la forma de comunicación escrita más utilizada por políticos, científicos, literatos, hombres y mujeres de todos los tiempos y se puede decir que ha sido la única forma de comunicación existente hasta la aparición del telégrafo y el teléfono.
2008|2008/04/23|4672|4410|Europa|Sello H.B. Fragmento bodegón|0,60 |40,9 x 49,8 mm|multicolor|14 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|500.000|1|El Diccionario de la Real Academia Española define la carta como: Papel escrito, y ordinariamente cerrado, que una persona envía a otra para comunicarse con ella. Similar o parecida definición ha utilizado Correos a través de la historia, cumpliendo una función que lleva emparejada el secreto y la inviolabilidad de la correspondencia y la entrega a su destinatario. La carta constituye la forma de comunicación escrita más utilizada por políticos, científicos, literatos, hombres y mujeres de todos los tiempos y se puede decir que ha sido la única forma de comunicación existente hasta la aparición del telégrafo y el teléfono.
2008|2008/04/28|4673|4411|Exposición filatélica nacional EXFILNA 2008|H.B. Cruz de la Victoria. Teatro Campoamor. Logotipo Exposición|2,44 |Hoja 79,2 x 105,6 mm|multicolor|n/a|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|500.000|1|La Cruz de la Victoria, también denominada de Pelayo, destaca como motivo principal del sello y de la hoja bloque. Esta pieza emblemática y símbolo de Asturias, custodiada en la Cámara Santa de la catedral de San Salvador de Oviedo, es un ejemplo excepcional del prerrománico asturiano, aunque la técnica es de origen bizantino e influjo mozárabe. Tiene forma de cruz latina y su soporte es de madera de roble recubierta de oro, esmaltes y piedras preciosas. Sus brazos se presentan ensanchados en sus extremos y en el centro posee un pequeño relicario. Fue realizada durante el reinado de Alfonso III el Magno, quien la donó en el año 908. Según la leyenda, esta cruz fue llevada por Don Pelayo en la batalla de Covadonga.
2008|2008/04/28|4674|4411|Exposición filatélica nacional EXFILNA 2008|Sello H.B. Fragmento central Cruz|2,44 |28,8 x 40,9 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|500.000|1|La Cruz de la Victoria, también denominada de Pelayo, destaca como motivo principal del sello y de la hoja bloque. Esta pieza emblemática y símbolo de Asturias, custodiada en la Cámara Santa de la catedral de San Salvador de Oviedo, es un ejemplo excepcional del prerrománico asturiano, aunque la técnica es de origen bizantino e influjo mozárabe. Tiene forma de cruz latina y su soporte es de madera de roble recubierta de oro, esmaltes y piedras preciosas. Sus brazos se presentan ensanchados en sus extremos y en el centro posee un pequeño relicario. Fue realizada durante el reinado de Alfonso III el Magno, quien la donó en el año 908. Según la leyenda, esta cruz fue llevada por Don Pelayo en la batalla de Covadonga.
2008|2008/05/05|4675|4412|Día del Sello|Portada Real Ordenanza del Correo marítimo (1777)|0,39 |28,8 x 40,9 mm|multicolor|13|n/a|Offset|Fábrica Nacional de Moneda y Timbre|n/a|1|La necesidad de mantener estrechas relaciones entre los gobiernos de la metrópoli y los lejanos países de las Indias hizo que bajo el reinado de Carlos III se ordenaran las distintas disposiciones existentes sobre la materia con la publicación de la Real Ordenanza del Correo Marítimo, y así se estipula en el inicio del documento: Por quanto el Ramo de Correos marítimos se ha gobernado hasta ahora por las reglas, y ordenes … he resuelto se reduzcan à una Ordenanza, que las comprenda todas en los términos que expresan los Tratados y Títulos siguientes …
2008|2008/05/09|4676|4413|Diarios centenarios|El Progreso (1908)|0,31 |40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|1.000.000|1|Este periódico, en sus orígenes, se definió como liberal, ya que su aparición tuvo lugar a raíz de la visita de altos dirigentes nacionales de este partido a Lugo. Luego desaparecería esta definición de la cabecera del rotativo y pasaría a ser un periódico independiente, de información general, a cuyas páginas uniría otras relativas a Lugo y su provincia. El Progreso fue fundado por Purificación de Cora y Más-Villafuerte. Este diario ya centenario, entre cuyas páginas figuran artículos de ilustres firmas como Cela, Álvaro Cunqueiro, Anxel Fole, Celestino Fernández de la Vega y Juan Rof Carballo, entre otros autores, inició en la década de los 80 un ambicioso proceso de modernización con la creación de un centro impresor instalado en el polígono de O Ceao en Lugo.
2008|2008/05/16|4677|4414|Juegos y deportes tradicionales|Levantamiento de piedras|0,43 |40,9 x 28,8 mm|multicolor|13 3/4|n/a|Huecograbado|Fábrica Nacional de Moneda y Timbre|500.000|1|La demostración de la fuerza física, por medio del levantamiento de piedras, el arrastre o el transporte de las mismas constituyen algunos de los juegos y deportes tradicionales característicos del País Vasco y Navarra. Esta emisión se dedica al levantamiento de piedra, Arrijasoketa, por ser el más representativo de la zona. La falta de documentos escritos sobre el Arrijasoketa hace suponer que el origen de estas pruebas está unido al trabajo en las canteras y a la costumbre de delimitar las tierras con mojones de piedra.
